Course,Credit,Lab,Difficulty,Material,Study Time,Weight
CE 254,3.00,0.00,3.00,5.00,5.00,0.225
ISE 307,3.00,0.00,3.00,5.00,5.00,0.225
ME 312,3.00,0.00,3.00,5.00,5.00,0.225
GS 320,3.00,0.00,5.00,3.00,5.00,0.225
GS 320,3.00,0.00,5.00,3.00,5.00,0.225
GS 434,3.00,0.00,5.00,5.00,3.00,0.225
GS 434,3.00,0.00,5.00,3.00,5.00,0.225
ENGL 101,3.00,0.00,6.00,2.00,6.00,0.216
ENGL 101,3.00,0.00,4.00,3.00,6.00,0.216
ENGL 101,3.00,0.00,6.00,2.00,6.00,0.216
ENGL 102,3.00,0.00,6.00,2.00,6.00,0.216
CE 253,3.00,0.00,3.00,4.00,6.00,0.216
CE 253,3.00,0.00,4.00,3.00,6.00,0.216
CE 253,3.00,0.00,3.00,4.00,6.00,0.216
CE 254,3.00,0.00,6.00,2.00,6.00,0.216
ME 312,3.00,0.00,3.00,6.00,4.00,0.216
CE 353,3.00,0.00,4.00,3.00,6.00,0.216
CE 353,3.00,0.00,6.00,4.00,3.00,0.216
IAS 101,2.00,0.00,5.00,5.00,4.00,0.2
CE 253,3.00,0.00,4.00,4.00,4.00,0.192
CE 254,3.00,0.00,4.00,4.00,4.00,0.192
CE 254,3.00,0.00,4.00,4.00,4.00,0.192
ME 312,3.00,0.00,4.00,2.00,8.00,0.192
ME 316,3.00,0.00,4.00,4.00,4.00,0.192
ME 316,3.00,0.00,4.00,4.00,4.00,0.192
CE 253,3.00,0.00,3.00,3.00,7.00,0.189
ISE 307,3.00,0.00,3.00,3.00,7.00,0.189
ENGL 101,3.00,0.00,3.00,4.00,5.00,0.18
ENGL 101,3.00,0.00,3.00,4.00,5.00,0.18
ENGL 101,3.00,0.00,6.00,2.00,5.00,0.18
CE 253,3.00,0.00,3.00,4.00,5.00,0.18
CE 253,3.00,0.00,3.00,5.00,4.00,0.18
CE 254,3.00,0.00,3.00,5.00,4.00,0.18
ME 312,3.00,0.00,5.00,3.00,4.00,0.18
ME 312,3.00,0.00,3.00,5.00,4.00,0.18
CE 353,3.00,0.00,5.00,4.00,3.00,0.18
GS 320,3.00,0.00,4.00,3.00,5.00,0.18
GS 320,3.00,0.00,4.00,3.00,5.00,0.18
GS 320,3.00,0.00,5.00,3.00,4.00,0.18
GS 320,3.00,0.00,3.00,4.00,5.00,0.18
GS 320,3.00,0.00,3.00,4.00,5.00,0.18
GS 320,3.00,0.00,4.00,5.00,3.00,0.18
GS 434,3.00,0.00,3.00,5.00,4.00,0.18
ENGL 101,3.00,0.00,4.00,2.00,7.00,0.168
ME 312,3.00,0.00,4.00,2.00,7.00,0.168
ENGL 102,3.00,0.00,3.00,3.00,6.00,0.162
CE 254,3.00,0.00,3.00,3.00,6.00,0.162
ISE 307,3.00,0.00,3.00,3.00,6.00,0.162
ME 312,3.00,0.00,5.00,2.00,5.00,0.15
GS 434,3.00,0.00,2.00,5.00,5.00,0.15
GS 434,3.00,0.00,5.00,2.00,5.00,0.15
GS 434,3.00,0.00,5.00,5.00,2.00,0.15
CE 254,3.00,0.00,4.00,2.00,6.00,0.144
CE 254,3.00,0.00,4.00,2.00,6.00,0.144
CE 254,3.00,0.00,6.00,2.00,4.00,0.144
ME 312,3.00,0.00,6.00,2.00,4.00,0.144
ME 312,3.00,0.00,6.00,2.00,4.00,0.144
ME 312,3.00,0.00,4.00,3.00,4.00,0.144
CE 353,3.00,0.00,4.00,4.00,3.00,0.144
GS 320,3.00,0.00,4.00,4.00,3.00,0.144
CE 253,3.00,0.00,3.00,3.00,5.00,0.135
CE 253,3.00,0.00,3.00,3.00,5.00,0.135
ME 312,3.00,0.00,3.00,3.00,5.00,0.135
ME 312,3.00,0.00,3.00,3.00,5.00,0.135
GS 320,3.00,0.00,3.00,5.00,3.00,0.135
GS 434,3.00,0.00,3.00,3.00,5.00,0.135
ENGL 102,3.00,0.00,3.00,2.00,7.00,0.126
CE 254,3.00,0.00,3.00,2.00,7.00,0.126
IAS 101,2.00,0.00,5.00,4.00,3.00,0.12
IAS 101,2.00,0.00,5.00,3.00,4.00,0.12
CE 253,3.00,0.00,5.00,2.00,4.00,0.12
CE 253,3.00,0.00,5.00,2.00,4.00,0.12
ME 312,3.00,0.00,4.00,2.00,5.00,0.12
ME 312,3.00,0.00,5.00,2.00,4.00,0.12
GS 320,3.00,0.00,5.00,2.00,4.00,0.12
GS 320,3.00,0.00,4.00,2.00,5.00,0.12
GS 320,3.00,0.00,5.00,4.00,2.00,0.12
GS 320,3.00,0.00,4.00,5.00,2.00,0.12
GS 320,3.00,0.00,4.00,2.00,5.00,0.12
GS 434,3.00,0.00,5.00,2.00,4.00,0.12
GS 434,3.00,0.00,5.00,2.00,4.00,0.12
GS 434,3.00,0.00,5.00,4.00,2.00,0.12
ENGL 102,3.00,0.00,3.00,2.00,6.00,0.108
CE 253,3.00,0.00,3.00,2.00,6.00,0.108
CE 254,3.00,0.00,6.00,1.00,6.00,0.108
CE 254,3.00,0.00,3.00,3.00,4.00,0.108
ME 312,3.00,0.00,3.00,3.00,4.00,0.108
GS 320,3.00,0.00,4.00,3.00,3.00,0.108
GS 434,3.00,0.00,3.00,4.00,3.00,0.108
CE 254,3.00,0.00,5.00,1.00,7.00,0.105
IAS 101,2.00,0.00,3.00,4.00,4.00,0.096
IAS 101,2.00,0.00,4.00,4.00,3.00,0.096
IAS 101,2.00,0.00,3.00,4.00,4.00,0.096
ME 312,3.00,0.00,4.00,2.00,4.00,0.096
GS 320,3.00,0.00,4.00,2.00,4.00,0.096
GS 320,3.00,0.00,4.00,4.00,2.00,0.096
GS 320,3.00,0.00,4.00,2.00,4.00,0.096
GS 434,3.00,0.00,2.00,4.00,4.00,0.096
GS 434,3.00,0.00,4.00,4.00,2.00,0.096
IAS 101,2.00,0.00,5.00,3.00,3.00,0.09
IAS 101,2.00,0.00,3.00,5.00,3.00,0.09
CE 253,3.00,0.00,6.00,1.00,5.00,0.09
CE 253,3.00,0.00,5.00,1.00,6.00,0.09
CE 254,3.00,0.00,5.00,1.00,6.00,0.09
CE 254,3.00,0.00,6.00,1.00,5.00,0.09
GS 434,3.00,0.00,5.00,2.00,3.00,0.09
GS 434,3.00,0.00,3.00,2.00,5.00,0.09
CE 253,3.00,0.00,4.00,1.00,7.00,0.084
CE 253,3.00,0.00,4.00,1.00,7.00,0.084
CE 253,3.00,0.00,4.00,1.00,7.00,0.084
CE 254,3.00,0.00,4.00,1.00,7.00,0.084
IAS 101,2.00,0.00,5.00,4.00,2.00,0.08
IAS 101,2.00,0.00,4.00,5.00,2.00,0.08
IAS 101,2.00,0.00,2.00,5.00,4.00,0.08
CE 253,3.00,0.00,5.00,1.00,5.00,0.075
CE 253,3.00,0.00,5.00,1.00,5.00,0.075
IAS 101,2.00,0.00,3.00,4.00,3.00,0.072
IAS 101,2.00,0.00,3.00,4.00,3.00,0.072
IAS 101,2.00,0.00,4.00,3.00,3.00,0.072
IAS 101,2.00,0.00,3.00,3.00,4.00,0.072
IAS 101,2.00,0.00,3.00,4.00,3.00,0.072
IAS 111,2.00,0.00,4.00,3.00,3.00,0.072
IAS 201,2.00,0.00,4.00,3.00,3.00,0.072
CE 253,3.00,0.00,4.00,1.00,6.00,0.072
CE 253,3.00,0.00,6.00,1.00,4.00,0.072
CE 253,3.00,0.00,6.00,1.00,4.00,0.072
CE 254,3.00,0.00,6.00,1.00,4.00,0.072
IAS 322,2.00,0.00,4.00,3.00,3.00,0.072
IAS 322,2.00,0.00,4.00,3.00,3.00,0.072
GS 320,3.00,0.00,2.00,3.00,4.00,0.072
GS 320,3.00,0.00,3.00,4.00,2.00,0.072
GS 434,3.00,0.00,2.00,4.00,3.00,0.072
GS 434,3.00,0.00,2.00,4.00,3.00,0.072
CE 254,3.00,0.00,3.00,1.00,7.00,0.063
CE 254,3.00,0.00,3.00,1.00,7.00,0.063
IAS 101,2.00,0.00,2.00,5.00,3.00,0.06
CE 254,3.00,0.00,5.00,1.00,4.00,0.06
GS 320,3.00,0.00,1.00,5.00,4.00,0.06
GS 434,3.00,0.00,1.00,5.00,4.00,0.06
IAS 212,2.00,0.00,3.00,3.00,3.00,0.054
IAS 212,2.00,0.00,3.00,3.00,3.00,0.054
CE 254,3.00,0.00,3.00,1.00,6.00,0.054
IAS 301,2.00,0.00,3.00,3.00,3.00,0.054
IAS 322,2.00,0.00,3.00,3.00,3.00,0.054
IAS 322,2.00,0.00,3.00,3.00,3.00,0.054
IAS 322,2.00,0.00,3.00,3.00,3.00,0.054
GS 320,3.00,0.00,3.00,2.00,3.00,0.054
GS 434,3.00,0.00,2.00,3.00,3.00,0.054
GS 434,3.00,0.00,3.00,3.00,2.00,0.054
IAS 101,2.00,0.00,4.00,3.00,2.00,0.048
IAS 101,2.00,0.00,3.00,4.00,2.00,0.048
IAS 101,2.00,0.00,2.00,4.00,3.00,0.048
IAS 201,2.00,0.00,4.00,3.00,2.00,0.048
IAS 212,2.00,0.00,4.00,3.00,2.00,0.048
IAS 212,2.00,0.00,4.00,3.00,2.00,0.048
IAS 212,2.00,0.00,4.00,2.00,3.00,0.048
CE 253,3.00,0.00,4.00,1.00,4.00,0.048
CE 254,3.00,0.00,4.00,1.00,4.00,0.048
IAS 301,2.00,0.00,4.00,2.00,3.00,0.048
IAS 301,2.00,0.00,4.00,2.00,3.00,0.048
IAS 322,2.00,0.00,4.00,3.00,2.00,0.048
GS 320,3.00,0.00,4.00,2.00,2.00,0.048
GS 320,3.00,0.00,2.00,4.00,2.00,0.048
GS 434,3.00,0.00,4.00,2.00,2.00,0.048
GS 434,3.00,0.00,1.00,4.00,4.00,0.048
GS 434,3.00,0.00,2.00,4.00,2.00,0.048
GS 434,3.00,0.00,1.00,5.00,3.00,0.045
IAS 101,2.00,0.00,2.00,5.00,2.00,0.04
IAS 111,2.00,0.00,3.00,2.00,3.00,0.036
IAS 111,2.00,0.00,2.00,3.00,3.00,0.036
IAS 111,2.00,0.00,2.00,3.00,3.00,0.036
IAS 111,2.00,0.00,3.00,2.00,3.00,0.036
IAS 201,2.00,0.00,3.00,2.00,3.00,0.036
IAS 212,2.00,0.00,2.00,3.00,3.00,0.036
IAS 212,2.00,0.00,3.00,2.00,3.00,0.036
IAS 212,2.00,0.00,3.00,3.00,2.00,0.036
IAS 212,2.00,0.00,3.00,3.00,2.00,0.036
IAS 301,2.00,0.00,3.00,3.00,2.00,0.036
IAS 301,2.00,0.00,2.00,3.00,3.00,0.036
IAS 322,2.00,0.00,3.00,3.00,2.00,0.036
IAS 322,2.00,0.00,3.00,3.00,2.00,0.036
GS 320,3.00,0.00,3.00,2.00,2.00,0.036
GS 434,3.00,0.00,1.00,3.00,4.00,0.036
IAS 101,2.00,0.00,4.00,4.00,1.00,0.032
IAS 101,2.00,0.00,2.00,4.00,2.00,0.032
IAS 301,2.00,0.00,4.00,2.00,2.00,0.032
IAS 101,2.00,0.00,5.00,3.00,1.00,0.03
IAS 101,2.00,0.00,5.00,3.00,1.00,0.03
IAS 101,2.00,0.00,3.00,5.00,1.00,0.03
IAS 101,2.00,0.00,3.00,5.00,1.00,0.03
GS 320,3.00,0.00,1.00,5.00,2.00,0.03
GS 434,3.00,0.00,1.00,3.00,3.00,0.027
IAS 101,2.00,0.00,4.00,3.00,1.00,0.024
IAS 111,2.00,0.00,4.00,3.00,1.00,0.024
IAS 111,2.00,0.00,3.00,2.00,2.00,0.024
IAS 111,2.00,0.00,3.00,2.00,2.00,0.024
IAS 111,2.00,0.00,3.00,2.00,2.00,0.024
IAS 111,2.00,0.00,2.00,2.00,3.00,0.024
IAS 201,2.00,0.00,4.00,1.00,3.00,0.024
IAS 201,2.00,0.00,4.00,1.00,3.00,0.024
IAS 201,2.00,0.00,2.00,2.00,3.00,0.024
IAS 201,2.00,0.00,2.00,2.00,3.00,0.024
IAS 201,2.00,0.00,2.00,2.00,3.00,0.024
IAS 201,2.00,0.00,2.00,2.00,3.00,0.024
IAS 201,2.00,0.00,2.00,2.00,3.00,0.024
IAS 212,2.00,0.00,3.00,2.00,2.00,0.024
IAS 212,2.00,0.00,2.00,3.00,2.00,0.024
IAS 212,2.00,0.00,2.00,3.00,2.00,0.024
IAS 301,2.00,0.00,4.00,3.00,1.00,0.024
IAS 322,2.00,0.00,4.00,1.00,3.00,0.024
IAS 322,2.00,0.00,2.00,3.00,2.00,0.024
IAS 322,2.00,0.00,2.00,3.00,2.00,0.024
IAS 322,2.00,0.00,2.00,2.00,3.00,0.024
GS 434,3.00,0.00,1.00,2.00,4.00,0.024
IAS 101,2.00,0.00,2.00,5.00,1.00,0.02
IAS 212,2.00,0.00,3.00,3.00,1.00,0.018
IAS 212,2.00,0.00,3.00,3.00,1.00,0.018
IAS 212,2.00,0.00,3.00,3.00,1.00,0.018
IAS 301,2.00,0.00,1.00,3.00,3.00,0.018
IAS 301,2.00,0.00,3.00,3.00,1.00,0.018
IAS 301,2.00,0.00,3.00,1.00,3.00,0.018
IAS 301,2.00,0.00,3.00,3.00,1.00,0.018
IAS 322,2.00,0.00,1.00,3.00,3.00,0.018
IAS 322,2.00,0.00,1.00,3.00,3.00,0.018
IAS 111,2.00,0.00,4.00,1.00,2.00,0.016
IAS 111,2.00,0.00,4.00,2.00,1.00,0.016
IAS 111,2.00,0.00,4.00,1.00,2.00,0.016
IAS 201,2.00,0.00,4.00,1.00,2.00,0.016
IAS 201,2.00,0.00,4.00,2.00,1.00,0.016
IAS 201,2.00,0.00,4.00,1.00,2.00,0.016
IAS 201,2.00,0.00,4.00,1.00,2.00,0.016
IAS 201,2.00,0.00,2.00,2.00,2.00,0.016
IAS 212,2.00,0.00,4.00,2.00,1.00,0.016
IAS 212,2.00,0.00,4.00,1.00,2.00,0.016
IAS 212,2.00,0.00,4.00,2.00,1.00,0.016
IAS 212,2.00,0.00,4.00,1.00,2.00,0.016
IAS 212,2.00,0.00,4.00,1.00,2.00,0.016
IAS 322,2.00,0.00,2.00,2.00,2.00,0.016
IAS 322,2.00,0.00,2.00,2.00,2.00,0.016
IAS 322,2.00,0.00,2.00,2.00,2.00,0.016
IAS 101,2.00,0.00,2.00,3.00,1.00,0.012
IAS 111,2.00,0.00,3.00,1.00,2.00,0.012
IAS 111,2.00,0.00,1.00,2.00,3.00,0.012
IAS 111,2.00,0.00,3.00,1.00,2.00,0.012
IAS 111,2.00,0.00,2.00,3.00,1.00,0.012
IAS 111,2.00,0.00,3.00,1.00,2.00,0.012
IAS 201,2.00,0.00,1.00,2.00,3.00,0.012
IAS 201,2.00,0.00,2.00,3.00,1.00,0.012
IAS 201,2.00,0.00,2.00,1.00,3.00,0.012
IAS 201,2.00,0.00,3.00,2.00,1.00,0.012
IAS 212,2.00,0.00,1.00,2.00,3.00,0.012
IAS 212,2.00,0.00,3.00,2.00,1.00,0.012
IAS 212,2.00,0.00,3.00,1.00,2.00,0.012
IAS 212,2.00,0.00,2.00,3.00,1.00,0.012
IAS 212,2.00,0.00,1.00,2.00,3.00,0.012
IAS 301,2.00,0.00,2.00,3.00,1.00,0.012
IAS 301,2.00,0.00,1.00,2.00,3.00,0.012
IAS 301,2.00,0.00,3.00,2.00,1.00,0.012
IAS 301,2.00,0.00,1.00,3.00,2.00,0.012
IAS 301,2.00,0.00,3.00,1.00,2.00,0.012
IAS 301,2.00,0.00,2.00,1.00,3.00,0.012
IAS 322,2.00,0.00,1.00,2.00,3.00,0.012
IAS 322,2.00,0.00,3.00,2.00,1.00,0.012
IAS 322,2.00,0.00,3.00,2.00,1.00,0.012
IAS 322,2.00,0.00,3.00,1.00,2.00,0.012
IAS 322,2.00,0.00,3.00,2.00,1.00,0.012
GS 434,3.00,0.00,1.00,2.00,2.00,0.012
IAS 111,2.00,0.00,2.00,2.00,1.00,0.008
IAS 111,2.00,0.00,2.00,2.00,1.00,0.008
IAS 111,2.00,0.00,4.00,1.00,1.00,0.008
IAS 111,2.00,0.00,1.00,2.00,2.00,0.008
IAS 201,2.00,0.00,4.00,1.00,1.00,0.008
IAS 201,2.00,0.00,2.00,1.00,2.00,0.008
IAS 201,2.00,0.00,4.00,1.00,1.00,0.008
IAS 212,2.00,0.00,4.00,1.00,1.00,0.008
IAS 301,2.00,0.00,2.00,1.00,2.00,0.008
IAS 301,2.00,0.00,1.00,2.00,2.00,0.008
IAS 301,2.00,0.00,4.00,1.00,1.00,0.008
IAS 301,2.00,0.00,1.00,2.00,2.00,0.008
IAS 301,2.00,0.00,1.00,2.00,2.00,0.008
IAS 301,2.00,0.00,4.00,1.00,1.00,0.008
IAS 301,2.00,0.00,4.00,1.00,1.00,0.008
IAS 301,2.00,0.00,1.00,2.00,2.00,0.008
IAS 322,2.00,0.00,2.00,1.00,2.00,0.008
IAS 322,2.00,0.00,2.00,2.00,1.00,0.008
IAS 322,2.00,0.00,2.00,2.00,1.00,0.008
IAS 111,2.00,0.00,1.00,3.00,1.00,0.006
IAS 111,2.00,0.00,1.00,3.00,1.00,0.006
IAS 111,2.00,0.00,1.00,3.00,1.00,0.006
IAS 201,2.00,0.00,1.00,1.00,3.00,0.006
IAS 201,2.00,0.00,1.00,1.00,3.00,0.006
IAS 201,2.00,0.00,3.00,1.00,1.00,0.006
IAS 212,2.00,0.00,1.00,1.00,3.00,0.006
IAS 322,2.00,0.00,1.00,1.00,3.00,0.006
IAS 111,2.00,0.00,1.00,2.00,1.00,0.004
IAS 111,2.00,0.00,2.00,1.00,1.00,0.004
IAS 111,2.00,0.00,1.00,2.00,1.00,0.004
IAS 201,2.00,0.00,2.00,1.00,1.00,0.004
IAS 201,2.00,0.00,1.00,1.00,2.00,0.004
IAS 201,2.00,0.00,2.00,1.00,1.00,0.004
IAS 212,2.00,0.00,2.00,1.00,1.00,0.004
IAS 212,2.00,0.00,1.00,1.00,2.00,0.004
IAS 301,2.00,0.00,2.00,1.00,1.00,0.004
IAS 301,2.00,0.00,1.00,1.00,2.00,0.004
IAS 301,2.00,0.00,2.00,1.00,1.00,0.004
IAS 301,2.00,0.00,2.00,1.00,1.00,0.004
IAS 322,2.00,0.00,2.00,1.00,1.00,0.004
IAS 322,2.00,0.00,2.00,1.00,1.00,0.004
IAS 322,2.00,0.00,2.00,1.00,1.00,0.004
IAS 322,2.00,0.00,1.00,1.00,2.00,0.004
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 101,1.00,0.00,2.00,1.00,1.00,0.002
PE 102,1.00,0.00,2.00,1.00,1.00,0.002
PE 102,1.00,0.00,2.00,1.00,1.00,0.002
PE 102,1.00,0.00,2.00,1.00,1.00,0.002
PE 102,1.00,0.00,2.00,1.00,1.00,0.002
PE 102,1.00,0.00,2.00,1.00,1.00,0.002
PE 102,1.00,0.00,2.00,1.00,1.00,0.002
PE 102,1.00,0.00,2.00,1.00,1.00,0.002
PE 102,1.00,0.00,2.00,1.00,1.00,0.002
PE 102,1.00,0.00,2.00,1.00,1.00,0.002
PE 102,1.00,0.00,2.00,1.00,1.00,0.002
PE 102,1.00,0.00,2.00,1.00,1.00,0.002
PE 102,1.00,0.00,2.00,1.00,1.00,0.002
PE 102,1.00,0.00,2.00,1.00,1.00,0.002
IAS 111,2.00,0.00,1.00,1.00,1.00,0.002
IAS 111,2.00,0.00,1.00,1.00,1.00,0.002
IAS 201,2.00,0.00,1.00,1.00,1.00,0.002
IAS 201,2.00,0.00,1.00,1.00,1.00,0.002
IAS 212,2.00,0.00,1.00,1.00,1.00,0.002
IAS 301,2.00,0.00,1.00,1.00,1.00,0.002
PE 101,1.00,0.00,1.00,1.00,1.00,0.001
PE 101,1.00,0.00,1.00,1.00,1.00,0.001
PE 101,1.00,0.00,1.00,1.00,1.00,0.001
PE 101,1.00,0.00,1.00,1.00,1.00,0.001
PE 101,1.00,0.00,1.00,1.00,1.00,0.001
PE 101,1.00,0.00,1.00,1.00,1.00,0.001
PE 101,1.00,0.00,1.00,1.00,1.00,0.001
PE 101,1.00,0.00,1.00,1.00,1.00,0.001
PE 101,1.00,0.00,1.00,1.00,1.00,0.001
PE 101,1.00,0.00,1.00,1.00,1.00,0.001
PE 101,1.00,0.00,1.00,1.00,1.00,0.001
PE 101,1.00,0.00,1.00,1.00,1.00,0.001
PE 101,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
PE 102,1.00,0.00,1.00,1.00,1.00,0.001
